id;sexo;edad;provincia;hab;hijos;clase_social;situacion_laboral;educacion;prob_participacion_electoral;prob_voto_partido;partido_afin_ideologicamente;voto_partidario_elecciones_anteriores;escala_iz_der;candidato_edad_ideal;candidato_clasesocial_ideal;candidato_experiencialaboral_ideal;candidato_carreraprofesional_ideal;canditado_honrado;canditado_preparado;canditado_experimentado;canditado_empático;canditado_inteligente;candidato_valiente;candidato_carismatico;candidato_respetuoso;candidato_bueno;candidato_determinado;candidato_egoista;candidato_intransigente;candidato_perezoso;candidato_soberbio;candidato_frívolo;candidato_tranformador;candidato_autoritario;candidato_conciliador;candidato_común;candidato_cercano;candidato_confiable;candidato_cuidadoso;candidato_económico
32;Mujer;25-34;Bizkaia;Más de 10.000;Sí, con uno/a de 9 a 12 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;7;No lo sé;EH-Bildu (Euskal Herria Bildu);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;7;Menos de 60 años;De clase media-baja o baja;Me es indiferente;Con una carrera profesional fuera de la política;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz
33;Mujer;35-44;Lugo;Más de 10.000;Sí, con uno/a de 13 a 17 años;Media baja / Baja;Pensionista;Tercer grado, segundo ciclo y más;8;PSOE (Partido Socialista Obrero Español);PACMA (Partido Animalista Contra el Maltrato Animal);No lo sé;8;Más de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo
34;Mujer;55-64;Asturias;Menos de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabajo del hogar no remunerado;Segundo grado, segundo ciclo;8;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);8;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
35;Hombre;45-54;Valencia/València;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;9;No lo sé;Ciudadanos;Ciudadanos;5;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
36;Mujer;18-24;Jaén;Menos de 10.000;No convivo con ningún/a hijo/a;Media;Estudiante;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;No lo sé;Ninguno;PSOE (Partido Socialista Obrero Español);4;Menos de 60 años;Me es indiferente;Me es indiferente;Con una carrera profesional dentro de la política;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
37;Mujer;45-54;Tarragona;Menos de 10.000;Sí, con uno/a de 13 a 17 años;Media;Trabaja;Segundo grado, primer ciclo y menos;10 con toda seguridad, iría a votar;ERC - Sobiranistes;ERC - Sobiranistes;ERC - Sobiranistes;1;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
38;Mujer;65+;Barcelona;Menos de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Vox;Vox;Vox;5;Menos de 60 años;De clase media-baja o baja;Me es indiferente;Me es indiferente;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
39;Mujer;55-64;Asturias;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;9;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);6;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo
40;Mujer;25-34;Zaragoza;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;1;No lo sé;No lo sé;No lo sé;10 extrema derecha;Menos de 60 años;Me es indiferente;Me es indiferente;Me es indiferente;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo
41;Hombre;25-34;Valladolid;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Tercer grado, segundo ciclo y más;9;Prefiero no contestar;Prefiero no contestar;Prefiero no contestar;5;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo
42;Mujer;65+;Madrid;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabajo del hogar no remunerado;Tercer grado, segundo ciclo y más;No lo sé;No lo sé;Vox;No voté;10 extrema derecha;Me es indiferente;Me es indiferente;Me es indiferente;Con una carrera profesional dentro de la política;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal
43;Hombre;55-64;Coruña, A;Más de 10.000;Sí, con uno/a de 18 años o más;Media;Trabaja;Segundo grado, segundo ciclo;0 con toda seguridad, NO iría a votar;No votaré;Ciudadanos;No voté;5;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
44;Mujer;65+;Madrid;Más de 10.000;Sí, con uno/a de 18 años o más;Media baja / Baja;Pensionista;Tercer grado, segundo ciclo y más;No lo sé;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);No voté;No lo sé;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector público;Me es indiferente;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo
45;Hombre;35-44;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Tercer grado, primer ciclo;7;Vox;Vox;Vox;8;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal
46;Hombre;45-54;Valencia/València;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Me es indiferente;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
47;Mujer;55-64;Zaragoza;Menos de 10.000;Sí, con uno/a de 18 años o más;Media;Pensionista;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
48;Hombre;45-54;Huelva;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;9;Votaré en blanco;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;9;Me es indiferente;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal
49;Hombre;35-44;Salamanca;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Vox;Vox;7;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
50;Hombre;55-64;Rioja, La;Menos de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Pensionista;Tercer grado, segundo ciclo y más;0 con toda seguridad, NO iría a votar;No votaré;Ninguno;No voté;No lo sé;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo
51;Mujer;45-54;Asturias;Más de 10.000;Sí, con uno/a de 9 a 12 años;Media;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);2;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez
52;Hombre;65+;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Pensionista;Tercer grado, segundo ciclo y más;0 con toda seguridad, NO iría a votar;No votaré;Ninguno;No voté;0 extrema izquierda;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo
53;Mujer;45-54;Ourense;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;0 con toda seguridad, NO iría a votar;No votaré;Más País (Equo, Compromís, CHA);No voté;No lo sé;Me es indiferente;Me es indiferente;Me es indiferente;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez
54;Mujer;25-34;Valencia/València;Más de 10.000;No convivo con ningún/a hijo/a;Media;Estudiante;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;No lo sé;No lo sé;No lo sé;5;Menos de 60 años;Me es indiferente;Me es indiferente;Con una carrera profesional dentro de la política;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
55;Mujer;65+;Asturias;Más de 10.000;Sí, con uno/a de 18 años o más;Media baja / Baja;Pensionista;Segundo grado, primer ciclo y menos;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
56;Mujer;55-64;Jaén;Más de 10.000;No convivo con ningún/a hijo/a;Media;Pensionista;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Vox;Otro;PP (Partido Popular);6;Menos de 60 años;Me es indiferente;Me es indiferente;Con una carrera profesional fuera de la política;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
57;Mujer;45-54;Sevilla;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);Ciudadanos;5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
58;Hombre;35-44;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PACMA (Partido Animalista Contra el Maltrato Animal);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo
59;Hombre;65+;Navarra;Menos de 10.000;No convivo con ningún/a hijo/a;Media;Pensionista;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;Ciudadanos;Navarra suma (UPN, PP, Ciudadanos);Navarra suma (UPN, PP, Ciudadanos);6;Más de 60 años;Me es indiferente;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
